label,eiaid,name,utility,basicinformationcomments
539fc873ec4f024d2f53e6ae,22815,01 Farm and Residential Electric Service,Delta Electric Power Assn,
539fc874ec4f024d2f53e6be,17668,Residential (R - 06),"City of Southport, North Carolina (Utility Company)",
539fc874ec4f024d2f53e6c0,947,Electric Power Rates - Residential,Athens Utility Board,
539fc875ec4f024d2f53e6ee,18408,All Electric Home,"City of Syracuse, Nebraska (Utility Company)",
539fc875ec4f024d2f53e700,13697,Residential Service Optional Time-of-Day Rg-2 Option A w/ Parallel Generation (,North Central Power Co Inc,"This rate is subject to a Power Cost Adjustment Charge, which is determined by the amount of energy consumed during the previous month."
539fc875ec4f024d2f53e706,17891,Residential,"City of St Marys, Ohio (Utility Company)",
539fc875ec4f024d2f53e726,27316,Residential Rate 01,"Town of Stowe, Vermont (Utility Company)",
539fc885ec4f024d2f53e744,20604,Whittemore Housing Units,"City of Whittemore, Iowa (Utility Company)",Rates now available online!
539fc885ec4f024d2f53e74e,16022,Residential,"Village of Reynolds, Nebraska (Utility Company)",
539fc885ec4f024d2f53e752,10210,Schedule A - Residential,Ketchikan Public Utilities,
539fc885ec4f024d2f53e758,10330,Residential Service Rate,"Town of Kingsford Heights, Indiana (Utility Company)",
539fc885ec4f024d2f53e75a,40289,Residential Service TOU,Claverack Rural Elec Coop Inc,
539fc885ec4f024d2f53e75e,9734,Rate No. 4 Residential Service,"City of Jewett City, Connecticut (Utility Company)",
539fc885ec4f024d2f53e764,20860,Residential Service- Rg-OTOU-1M Optional Time of Use Class(II) Rural,Wisconsin Public Service Corp (Michigan),
539fc885ec4f024d2f53e76a,9999,Rate Schedule A3: Residential Pre-Paid,Kankakee Valley Rural E M C,
5602c1d55457a38765f9764c,8122,Single Phase Small Electric Rate,"City of Harlan, Iowa (Utility Company)",
539fc887ec4f024d2f53e7ae,20142,Residential- Inside Corporate Limits- Three-Phase,"City of Washington, North Carolina (Utility Company)",
594bd1715457a3f10575d087,3764,Residential Rate,Clearwater-Polk Elec Coop Inc,
55773de85457a35a4f8ba37a,12929,Residential & Farm Rate - RS - Energy Charge for ETS and Heat Storage Water,South Central Indiana REMC,
539fc897ec4f024d2f53e81e,9418,All-Electric residential users- outside city,"City of Iola, Kansas (Utility Company)",
539fc898ec4f024d2f53e83e,14599,Single Phase Residential Service,"Paulding-Putman Elec Coop, Inc (Indiana)",
539fc898ec4f024d2f53e840,40299,General Service Residential Net Metering Service,Sussex Rural Electric Coop Inc,
539fc898ec4f024d2f53e842,4667,Residential,"City of Cushing, Oklahoma (Utility Company)",
539fc898ec4f024d2f53e844,12265,Gs-2 Residential Three Phase Optional Time-of-Day Service,"City of Medford, Wisconsin (Utility Company)",
539fc898ec4f024d2f53e854,15054,Schedule A-2-12: All Electric Service Three Phase-City,"Pioneer Rural Elec Coop, Inc",
539fc899ec4f024d2f53e85e,30518,RATE NO. 01 RESIDENTIAL SERVICE-Underground Primary Service,Electrical Dist No3 Pinal Cnty,
5cbf610e5457a39517671081,14328,E-TOU Option A - Residential Time of Use Service Baseline Region Q,Pacific Gas & Electric Co,
539fc89aec4f024d2f53e8a0,701,Rural Residential and Farm Service(three Phase),"City of Anthony, Kansas (Utility Company)",The minimum charge shall be 6.56 per month.
539fc89aec4f024d2f53e8a2,20841,Ancillary 1,"Wiregrass Electric Coop, Inc",
539fc89aec4f024d2f53e8be,8571,"Residential Service,Non-Electric Water Heater (Rate 18)","Town of High Point, North Carolina (Utility Company)",
539fc89aec4f024d2f53e8c0,14599,Single Phase Residential Net Billing Service,"Paulding-Putman Elec Coop, Inc (Indiana)",
594ab6fd5457a3845975d08c,21081,RESIDENTIAL SERVICE,Yampa Valley Electric Assn Inc,
539fc8aaec4f024d2f53e8d8,12929,OPTIONAL RENEWABLE ENERGY RIDER RATE.,South Central Indiana REMC,
539fc8abec4f024d2f53e8f8,9576,"Schedule ""A"" Basic Service, Single Phase, Option S (Seasonal Pricing)",Jackson County Rural E M C,
560587555457a3c55b8b4567,14582,Residential- Inside City,"City of Pawhuska, Oklahoma (Utility Company)",
539fc8abec4f024d2f53e916,18126,Storage Buildings & other Non-Commercial Structures,"City of Stilwell, Oklahoma (Utility Company)",
55e5ff235457a3ee248e8004,3881,Residential,"City of Cody, Wyoming (Utility Company)",
539fc8acec4f024d2f53e942,14856,Harbor,"City of Petersburg, Alaska (Utility Company)",
55f1d1aa5457a3524951fd7b,10065,Residential - All Electric,KBR Rural Public Power District,
539fc8adec4f024d2f53e984,4373,"Irrigation and Grain-Drying Service I-7 (17, 18)- Seven Control Days - With No Capacitor",Cornhusker Public Power Dist,
539fc8bdec4f024d2f53e99c,4071,Residential Service-TOU,"Columbus Electric Coop, Inc",
55ba6c625457a3500f995e8e,20213,Rg-2 Residential Optional Time-of-Day Three Phase Service,Waupun Utilities,Commitment to Community Program Rider: 3.0% of the total electric bill not to exceed $1.00
594ab60a5457a3845975d08b,21081,Residential Service,Yampa Valley Electric Assn Inc (Wyoming),
539fc8bdec4f024d2f53e9ae,8366,Temporary Power Supply(Residential),Heber Light & Power Company,
539fc8bdec4f024d2f53e9b4,16992,"""A1"" Single Phase Service 0-50 kVA","City of Stanton, Iowa (Utility Company)",
539fc8bdec4f024d2f53e9b6,2212,"Rate Codes 30, 430, and 730 Single-Phase","Broad River Electric Coop, Inc (North Carolina)",
5571f9de5457a3754bdb22a4,6613,Residential Rate,"Town of Fountain, North Carolina (Utility Company)",
539fc8bfec4f024d2f53ea16,7558,Schedule 3- Off Peak Marketing Rate,Grayson Rural Electric Coop Corp,
539fc8c0ec4f024d2f53ea36,8973,Residential Rates - Two Residential Units - One Meter,"Town of Hudson, Massachusetts (Utility Company)",
539fc8c0ec4f024d2f53ea4e,16778,Rate Schedule 10-Residential Service,"City of Schuyler, Nebraska (Utility Company)",
539fc8d0ec4f024d2f53ea72,20146,Rate-01 (RS) Residential Service,Washington Elec Member Corp,
55e0bdef5457a35819687725,10608,Residential Rate,"City of Lake Park, Iowa (Utility Company)",
539fc8d1ec4f024d2f53eaac,10243,Rg-1 Residential Service Single Phase,"City of Kiel, Wisconsin (Utility Company)",
539fc8d1ec4f024d2f53eabc,6722,Storage Water Heating,Franklin Rural Electric Cooperative,
539fc8d1ec4f024d2f53eace,20512,Seasonal,"Town of Wheatland, Wyoming (Utility Company)",
539fc8d2ec4f024d2f53eb0c,219,Schedule No. A-1 Residential (Bettles and Evansville),Alaska Power and Telephone Co,
539fc8d2ec4f024d2f53eb10,20510,Residential Service - Space Heating (11-RS),"Wheatland Electric Coop, Inc (Colorado)",
539fc8e2ec4f024d2f53eb2e,18217,Rural Residential- Three Phase (October 2013),"City of Stromsburg, Nebraska (Utility Company)",
539fc8e2ec4f024d2f53eb3e,4401,General Service Three Phase,"Cotton Electric Coop, Inc",
539fc8e2ec4f024d2f53eb48,17186,Residential,"Village of Silver Springs, New York (Utility Company)",
539fc8e3ec4f024d2f53eb70,4836,Residential Summer Controls,"City of David City, Nebraska (Utility Company)",
539fc8e3ec4f024d2f53eb80,2212,"Rate Code 730, Net Metering Single-Phase","Broad River Electric Coop, Inc",
539fc8e4ec4f024d2f53eb8a,6784,Secondary Residential Customer,French Broad Elec Member Corp,
539fc8e4ec4f024d2f53eb8e,13466,Rg-1 Residential Service Three Phase,"City of New Lisbon, Wisconsin (Utility Company)",
539fc8e4ec4f024d2f53eba6,13830,Single Phase General Service-Residential,"Nueces Electric Coop, Inc",
539fc8e4ec4f024d2f53ebb0,10170,Residential All Electric,"Kiamichi Electric Coop, Inc",
539fc8e4ec4f024d2f53ebba,19062,Residential,"City of Traer, Iowa (Utility Company)",A rolling monthly calculated Power Cost Adjustment charge per kWh will also be applicable.
594ab4a65457a32d0275d08f,21075,Town Residential,Y-W Electric Assn Inc,
594ab4205457a31b3075d089,21075,Rural Residential,Y-W Electric Assn Inc,
539fc8f4ec4f024d2f53ec14,7977,Residential,"City of Hamilton, Ohio (Utility Company)",
539fc8f5ec4f024d2f53ec1e,7870,General Service,H-D Electric Coop Inc (Minnesota),
539fc8f5ec4f024d2f53ec22,10375,Residential Service-Low Usage,"Kiwash Electric Coop, Inc",
539fc8f5ec4f024d2f53ec28,1028,Rate RS,"Town of Avilla, Indiana (Utility Company)",
539fc8f5ec4f024d2f53ec30,21239,Agribusiness 4 Rate,Electrical Dist No7 Maricopa,
539fc8f5ec4f024d2f53ec44,19951,Residential-outside city,"City of Wadsworth, Ohio (Utility Company)",
559ea3fe5457a3707e271885,12462,"Residential, Farm and Church service",Mid-Carolina Electric Coop Inc,
58d29f125457a38e36d557ef,13337,Residential Service,Nebraska Public Power District,
539fc8f7ec4f024d2f53eca2,8055,RESIDENTIAL SERVICE RATE - (Outside city limits),"City of Hannibal, Missouri (Utility Company)",
5589b6885457a31f328b456a,4671,TOWN RESIDENTIAL RATE CLASS 21,Custer Public Power District,
539fc907ec4f024d2f53ecb8,221,Residential Rate: Hooper Bay Village,"Alaska Village Elec Coop, Inc",
539fc908ec4f024d2f53ecdc,9599,Single Phase,"City of Jackson, Minnesota (Utility Company)",
539fc908ec4f024d2f53ecfe,219,Schedule No. A-1 Residential (Tok/Dot Lake/Tetlin),Alaska Power and Telephone Co,
539fc908ec4f024d2f53ed02,11701,City Residential Rate All Electric U2,"City of Marquette, Michigan (Utility Company)",
539fc908ec4f024d2f53ed0c,221,Residential Rate: Kaltag Village,"Alaska Village Elec Coop, Inc",
539fc90aec4f024d2f53ed5e,309,Residential,"City of Algona, Iowa (Utility Company)",
539fc90aec4f024d2f53ed60,17577,Small Power Producers/Net Metering - Photo-voltaic Generation,"City of South Sioux City, Nebraska (Utility Company)",
539fc90aec4f024d2f53ed62,12187,Residential,"City of McMinnville, Oregon (Utility Company)",
539fc90aec4f024d2f53ed70,8083,Residential Resort Inside City,"City of Harbor Springs, Michigan (Utility Company)",
539fc91aec4f024d2f53ed84,5995,Residential Service Rate,"City of Estelline, South Dakota (Utility Company)",
5616cb5b5457a3d77435c494,17177,Residential,"City of Sikeston, Missouri (Utility Company)",
5589b30c5457a320328b456b,4671,RURAL RESIDENTIAL RATE CLASS 01,Custer Public Power District,
539fc91aec4f024d2f53ed92,8774,RESIDENTIAL ELECTRIC SCHEDULE,"City of Holyoke, Massachusetts (Utility Company)",
55783da05457a3f00a8ba375,20603,RIDER 10-8 RESIDENTIAL ENERGY STORAGE,Northeastern Rural E M C,
539fc91bec4f024d2f53edbc,219,Schedule No. A-1 Residential (Whale Pass),Alaska Power and Telephone Co,
539fc91bec4f024d2f53edd4,17561,Residential-Net Metering(<10kW),South Plains Electric Coop Inc,
5947e7ff5457a37c4175d088,14196,Residential- Rural,"City of Ortonville, Minnesota (Utility Company)",
55e601155457a3ae0d8e8004,7222,Residential,"City of Gillette, Wyoming (Utility Company)",
539fc91cec4f024d2f53ee16,40290,Residential/4 Costs of service (RES4C),Tri-County Rural Elec Coop Inc,
539fc91dec4f024d2f53ee20,11053,Rate Code 8 - Heat Plus(separate meter),Linn County Rural E C A,All kWhs billed for the Heat Plus rate will be billed from October billing through the May billing.
539fc91dec4f024d2f53ee2e,17593,Residential (Annual Stock Water Wells),"Southeast Electric Coop, Inc (Wyoming)",
539fc92cec4f024d2f53ee42,3892,Residential Rural Domestic Service- Three Phase,"City of Coffeyville, Kansas (Utility Company)",
539fc92dec4f024d2f53ee68,13073,Metered Residential Electric Heat Rate (H-1),"Mt Wheeler Power, Inc",
539fc92eec4f024d2f53ee96,15058,Residential,"Town of Pinetops, North Carolina (Utility Company)",
539fc92eec4f024d2f53eea0,221,Residential Rate: Noatak Village,"Alaska Village Elec Coop, Inc",
539fc92eec4f024d2f53eeb6,18546,Schedule A-1: Residential,"Town of Templeton, Massachusetts (Utility Company)",
539fc92fec4f024d2f53eee6,7558,Schedule 10- Residential Time of Day,Grayson Rural Electric Coop Corp,All rates are applicable to the Fuel Adjustment Clause
539fc92fec4f024d2f53eeee,221,Residential Rate: Shishmaref Village,"Alaska Village Elec Coop, Inc",
539fc92fec4f024d2f53eef8,15981,Residential 2nd Meter,"City of Richland, Missouri (Utility Company)",
539fc93fec4f024d2f53ef02,3329,Domestic Rate,"Borough of Chambersburg, Pennsylvania (Utility Company)",
539fc93fec4f024d2f53ef12,20735,Residential,"City of Williston, Florida (Utility Company)",A Power Cost Adjustment May Apply.
539fc940ec4f024d2f53ef42,18336,Controlled Water Heating Service (Single-Phase) EW1,"Superior Water, Light and Power Co",Subject to the Power Cost Adjustment Clause
539fc940ec4f024d2f53ef46,16873,Residential (REP),"City of Sebewaing, Michigan (Utility Company)",
539fc941ec4f024d2f53ef58,4960,SCHEDULE RE: OPTIONAL RENEWABLE ENERGY RIDER FOR RESIDENTIAL CONSUMERS,Decatur County Rural E M C,
539fc941ec4f024d2f53ef72,6957,Kanab City: RESIDENTIAL SERVICE,"Garkane Energy Coop, Inc",
539fc941ec4f024d2f53ef78,19333,Residential Rate- Electric Heat,"City of Tyndall, South Dakota (Utility Company)",
594ab1565457a3cc1d75d08b,20576,Schedule R- General Service,"White River Electric Assn, Inc",
539fc942ec4f024d2f53efa2,2287,Public Authority,"City of Brooklyn, Iowa (Utility Company)",
539fc942ec4f024d2f53efb0,14160,Rate 104 and 106 Rate Schedule for Electric Thermal Storage (ETS),Orange County Rural E M C,
539fc952ec4f024d2f53efe4,2050,Residential,"City of Bowie, Texas (Utility Company)",
5947e96d5457a3563175d087,14196,Controlled Baseboard- Rural,"City of Ortonville, Minnesota (Utility Company)",
539fc954ec4f024d2f53f056,14146,Residential Rate (R),"City of Opelika, Alabama (Utility Company)",
539fc954ec4f024d2f53f06c,6718,Residential Service,"City of Franklin, Kentucky (Utility Company)",
539fc954ec4f024d2f53f080,17846,Residential,"Village of Springville, New York (Utility Company)",
539fc963ec4f024d2f53f0a0,11228,Residential Electric Rate Schedule - Three Phase,"Town of Louisburg, North Carolina (Utility Company)",
539fc963ec4f024d2f53f0b2,11475,Residential,"City of Madison, South Dakota (Utility Company)",
539fc964ec4f024d2f53f0e4,6472,Electric Heating Service,"City of Floydada, Texas (Utility Company)",
539fc964ec4f024d2f53f0f2,14500,Seasonal Rate,Park Electric Coop Inc,
539fc964ec4f024d2f53f0f4,20792,Rate R: Urban,"Town of Winamac, Indiana (Utility Company)",
539fc965ec4f024d2f53f10c,9734,Rate No. 2 Residential Service & Rate No. 17,"City of Jewett City, Connecticut (Utility Company)",
539fc965ec4f024d2f53f11e,701,Residential Service All-Electric Home Rate(Single Phase),"City of Anthony, Kansas (Utility Company)",
539fc966ec4f024d2f53f136,18944,Out-of-Town Electric Customers,"Village of Tontogany, Ohio (Utility Company)",
55b008095457a30338912352,10605,Rg-1 Residential Service Single Phase,Lake Mills Light & Water,
539fc966ec4f024d2f53f140,6496,Residential with Electric Space Heating,"City of Fonda, Iowa (Utility Company)",
539fc976ec4f024d2f53f1a8,15327,Residential,Public Utility District No 1,
539fc977ec4f024d2f53f1ea,40165,Residential Service,"Dixie Escalante R E A, Inc (Arizona)",
539fc977ec4f024d2f53f1f8,11736,Residential Inside City Limits,"City of Marshall, Illinois (Utility Company)",
539fc989ec4f024d2f53f220,19176,Residential (RESID),"Tricounty Rural Elec Coop, Inc",
594aaedc5457a3cf2f75d08c,19499,Residential Time of Use,"United Power, Inc",
539fc98bec4f024d2f53f266,8348,E-7 Residential Time of Use,"City of Healdsburg, California (Utility Company)",
539fc98bec4f024d2f53f270,8631,Residential,Hillsdale Board of Public Wks,
539fc98cec4f024d2f53f2b0,7958,Residential outside city limits,"City of Hallettsville, Texas (Utility Company)",Generation Charge +Wires Charge = $0.0593 + $0.0424 = $0.1017
5b6e07f15457a3e949571c6d,6235,Rate Code 101 Residential Service (Single Phase),"City of Public Works Comm- Fayetteville, North Carolina (Utility Company)",
539fc99cec4f024d2f53f2f4,13961,Residential Service,Ocotillo Water Conserv. Dist.,
539fc99dec4f024d2f53f314,8801,Residential electric out of city limits (O),"City of Hondo, Texas (Utility Company)",
539fc99dec4f024d2f53f31e,8801,Residential senior citizen (A-SC),"City of Hondo, Texas (Utility Company)",
539fc99dec4f024d2f53f330,6173,Residential,Fannin County Electric Coop,
539fc99dec4f024d2f53f338,2911,"Residential - Rate A, Single Phase","Canadian Valley Elec Coop, Inc",
539fc99eec4f024d2f53f360,19981,Residential Time Of Use- Single Phase,Wake Electric Membership Corp,Monthly charge includes the Renewable Energy and Energy Efficiency Portfolio Standard Rider($1.00)
539fc99eec4f024d2f53f362,10454,Traditional Residential Service,Kootenai Electric Cooperative,
539fc99eec4f024d2f53f364,17715,Residential Central Cooling,Southwestern Electric Coop Inc (New Mexico),
539fc99eec4f024d2f53f368,15132,Rural Residential Electric Heat Service,"City of Plainview, Nebraska (Utility Company)",
539fc99eec4f024d2f53f378,7496,RESIDENTIAL - E4,"Town of Granite Falls, North Carolina (Utility Company)",
539fc99eec4f024d2f53f37a,10494,RESIDENTIAL SERVICE WITH ALL ELECTRIC HOUSE HEATING,"Borough of Kutztown, Pennsylvania (Utility Company)",
539fc99fec4f024d2f53f380,6425,Residential Rate,Flora Utilities,
539fc99fec4f024d2f53f38c,768,Residential- Domestic,"City of Arcanum, Ohio (Utility Company)",
539fc9afec4f024d2f53f3b2,14840,Residential,"City of Peru, Illinois (Utility Company)",
539fc9afec4f024d2f53f3c8,2212,"Residential Service Three-Phase (Rate 20, 420, 720)","Broad River Electric Coop, Inc",
539fc9afec4f024d2f53f3ce,14474,Residential,"City of Park River, North Dakota (Utility Company)",
539fc9afec4f024d2f53f3de,26916,Single-Phase 200 AMP or Less,"Ravalli County Elec Coop, Inc",
539fc9b0ec4f024d2f53f3ec,12294,Residential Service,"City of Memphis, Missouri (Utility Company)",city codes - electricity rates
539fc9b0ec4f024d2f53f3f6,6424,Rg-1 Residential Service Single Phase,Florence Utility Comm,
539fc9b1ec4f024d2f53f420,25251,General Purpose Residential Service (Net Monthly Rate),"Entergy Power, Inc",
539fc9b1ec4f024d2f53f422,17612,DM S Monthly Domestic Multi-Family Sub-Metered Low Income,Bear Valley Electric Service,
539fc9b1ec4f024d2f53f426,24558,City Residential Energy Rate,"City of Escanaba, Michigan (Utility Company)",
539fc9b1ec4f024d2f53f42a,20392,Rural Residential,"City of West Plains, Missouri (Utility Company)",http://www.westplains.net/clerk/
539fc9b1ec4f024d2f53f42c,5583,Regular,"City of Easton, Missouri (Utility Company)",
539fc9b1ec4f024d2f53f42e,13815,Residential Service Optional Time-of-Day Rg-2 Option A,Northwestern Wisconsin Elec Co,"This rate is subject to a Power Cost Adjustment Charge, which is determined by the amount of energy consumed during the previous month."
539fc9b1ec4f024d2f53f43c,902,RESIDENTIAL SERVICES,"Town of Ashburnham, Massachusetts (Utility Company)",
539fc9b1ec4f024d2f53f442,40364,General Power Service GSA2,"City of Courtland, Alabama (Utility Company)",
539fc9b2ec4f024d2f53f44a,3447,Residential Service Schedule,"Town of Chester, Massachusetts (Utility Company)",This rate may be subject to a 5% electric discount
539fc9b2ec4f024d2f53f46e,13685,Single Phase Time of Use- Residential,"Niobrara Electric Assn, Inc",
557740e85457a31d5d8ba378,12929,Residential Off-Peak Rate - RS-TOU (optional rate),South Central Indiana REMC,
539fc9c2ec4f024d2f53f48c,17593,Stock Water Well,"Southeast Electric Coop, Inc",$360 per year / 12 months = $30 per month.
539fc9c2ec4f024d2f53f48e,8307,OFF PEAK - RESIDENTIAL,Hawley Public Utilities Comm,
539fc9c3ec4f024d2f53f4b8,13467,Rg-2 Residential Service Optional Time-of-Day Single Phase 9am-9pm,New London Electric&Water Util,
539fc9c3ec4f024d2f53f4c4,6168,Heat Plus,Farmers Electric Coop,
55f1ec185457a3a02351fd7b,17260,Residential - Single Phase Service Rate,North West Rural Electric Coop,
539fc9c3ec4f024d2f53f4da,13032,Residential Service,Mt Carmel Public Utility Co,FAC adjustment changes monthly
55c8c9f35457a3d55855f066,13734,Seasonal Service,"Northeast Oklahoma Electric Coop, Inc",
539fc9c5ec4f024d2f53f522,13286,Residential,New Hampton Village Precinct (Utility Company),
539fc9c5ec4f024d2f53f534,20924,Off Peak Water Heating,Wonewoc Electric & Water Util,
594aa9895457a31b3075d088,17592,Farm & Home/Single Phase - General,Southeast Colorado Power Assn,
539fc9d5ec4f024d2f53f552,3731,RESIDENTIAL SERVICE Single Phase,"Town of Clayton, North Carolina (Utility Company)",
539fc9d6ec4f024d2f53f566,55982,Residential Single Phase,Heart of Texas Electric Coop,
539fc9d6ec4f024d2f53f56c,2248,Residential,Bristol Virginia Utilities,
5632c0ab5457a34913bc06b2,241,Residential,Albertville Municipal Utils Bd,
539fc9d7ec4f024d2f53f592,15043,Rate 1 - Residential,"City of Piggott, Arkansas (Utility Company)",
539fc9d7ec4f024d2f53f5aa,17265,Residential Service Rate,"City of Sioux Falls, South Dakota (Utility Company)",
539fc9e8ec4f024d2f53f60e,18408,Residential,"City of Syracuse, Nebraska (Utility Company)",
539fc9e8ec4f024d2f53f61e,3203,Residential Power Exchange,Cedar Falls Utilities,Energy Cost Adjustment and Western Units Revenue Sharing Adjustment: Applicable to NET use by customer
539fc9e9ec4f024d2f53f64c,8896,RESIDENTIAL RATE,"City of Houston, Missouri (Utility Company)",
539fc9e9ec4f024d2f53f658,14154,RS TOU,Orange & Rockland Utils Inc,
539fc9e9ec4f024d2f53f65c,3701,"Schedule A, V Single Phase Service, Village (Rate 58)-Transformer Size: 37.5 KVA & Greater",Clark Electric Coop,
55f9961c5457a3ba01b0a96b,5742,Residential,Eldridge City Utilities,
539fc9eaec4f024d2f53f688,20394,Residential,"City of West Point, Mississippi (Utility Company)",
539fc9eaec4f024d2f53f69c,3647,Residential,"City of Claremore, Oklahoma (Utility Company)",
539fc9eaec4f024d2f53f69e,5063,Residential PrePaid Service- Single Phase,"City of Denton, Texas (Utility Company)",
539fc9ebec4f024d2f53f6ca,10370,Class R (Residential),"City of Kirkwood, Missouri (Utility Company)",
539fc9fdec4f024d2f53f6da,1780,Residential Electric Service,Black Warrior Elec Member Corp,
539fc9feec4f024d2f53f6e6,20393,Residential,"City of West Point, Georgia (Utility Company)",
539fc9feec4f024d2f53f6e8,7294,Residential L-1-B Time-of-Use Service Rate (Optional Rate),"City of Glendale, California (Utility Company)",
539fc9ffec4f024d2f53f724,1366,Space and Water Heating Service,"City of Bay City, Michigan (Utility Company)",
539fc9ffec4f024d2f53f730,20310,Rate Schedule RS-1,"Town of Wellesley, Massachusetts (Utility Company)",
539fc9ffec4f024d2f53f736,17715,Residential-General Service,Southwestern Electric Coop Inc (New Mexico),
539fc9ffec4f024d2f53f73e,2212,"Rate Code 430, Pre-Paid Residential Service Three -Phase","Broad River Electric Coop, Inc",
5589b3ea5457a338328b456a,4671,RURAL MISCELLANEOUS - RATE CLASS 04,Custer Public Power District,
539fca00ec4f024d2f53f782,9442,Schedule A - RESIDENTIAL RATE,"Town of Ipswich, Massachusetts (Utility Company)",
539fca00ec4f024d2f53f784,19062,Rural Electric Heating,"City of Traer, Iowa (Utility Company)",A rolling monthly calculated Power Cost Adjustment charge per kWh will also be applicable.
539fca13ec4f024d2f53f7be,4375,Residential All-Electric,"City of Corning, Iowa (Utility Company)",Minimum bill of $8.00.  An energy cost adjustment may apply.
55dcaf5d5457a3c07a687723,12851,Electric Residential Inside,"City of Monticello, Georgia (Utility Company)",
594aa31f5457a3cf2f75d08a,16649,Rate Schedule - General Service Residential (Single phase),Sangre De Cristo Elec Assn Inc,
539fca15ec4f024d2f53f85a,4390,Domestic Service - Multi-Family,"City of Corona, California (Utility Company)",
539fca25ec4f024d2f53f866,213,Residential with demand,Alaska Electric Light&Power Co,
539fca26ec4f024d2f53f88a,6957,Arizona: RESIDENTIAL SERVICE,"Garkane Energy Coop, Inc (Arizona)",
539fca26ec4f024d2f53f89e,7184,Residential,"City of Giddings, Texas (Utility Company)",
539fca27ec4f024d2f53f8cc,16063,Texline Residential,"Rita Blanca Electric Coop, Inc",
539fca28ec4f024d2f53f8f6,27269,Residential Rate #1 (Single Phase) Tiered Rate,"City of Stanhope, Iowa (Utility Company)",
539fca28ec4f024d2f53f8fe,8780,Residential Peak Period Service,"Fox Islands Electric Coop, Inc",
539fca28ec4f024d2f53f904,6579,Residential Electric,"City of Forest City, Iowa (Utility Company)",
539fca28ec4f024d2f53f91a,15860,Residential Service,"City of Rensselaer, Indiana (Utility Company)",
539fca37ec4f024d2f53f92a,7559,Residential,"Grayson-Collin Elec Coop, Inc",
5632d4315457a3333bbc06b2,6716,RESIDENTIAL AND FARM SERVICE RATE SCHEDULE 1 Single Phase,PUD No 1 of Franklin County,
539fca38ec4f024d2f53f96a,11135,Residential-Single phase,"City of Logan, Utah (Utility Company)",
5c5c68065457a32c05de39de,13520,Residential Service,"New-Mac Electric Coop, Inc",
539fca3aec4f024d2f53f9d6,17732,Residential,Spanish Fork City Corporation (Utility Company),
539fca4cec4f024d2f53f9fc,2064,Residential-Inside Corporate Limits,"Town of Boyce, Louisiana (Utility Company)",
539fca4cec4f024d2f53f9fe,6894,Residential- All Electric,"City of Gaffney, South Carolina (Utility Company)",
59443d7d5457a3d33116e5b9,17836,Residential with Electric Heating,Springfield Public Utils Comm,
539fca4dec4f024d2f53fa26,221,Residential Rate: St. Michael Village,"Alaska Village Elec Coop, Inc",
56339e6f5457a3bf2fbc06b2,15419,Residential Rate R1,PUD No 3 of Mason County,
539fca4dec4f024d2f53fa3e,16627,Residential (Single Phase),San Patricio Electric Coop Inc,
539fca4dec4f024d2f53fa46,3323,All Purpose Residential Rate - A: Inside,"Town of Chalmers, Indiana (Utility Company)",
539fca4eec4f024d2f53fa6c,18371,"Residential Service Schedule ""A""  Water Heater Rider","Village of Swanton, Vermont (Utility Company)","monthly rate - customer charge - water heater rider credit 
$8.14-$7.45=$0.69"
539fca4eec4f024d2f53fa74,15188,Municipal Pumping Service,Polk County Rural Pub Pwr Dist,
55e07c4c5457a3b16b687723,19443,RSS - Residential Seasonal Rate,United Rural Elec Member Corp,
55b105205457a3e96691234f,9690,Rg-2 Residential Service Optional Time-of-Day Single Phase 8am-8pm,Jefferson Utilities,
56339ed45457a36d32bc06b2,15419,Residential Rate R3,PUD No 3 of Mason County,
539fca4fec4f024d2f53faa6,10243,Rg-2 Residential Service Optional Time-of-Day Three Phase 9am-9pm,"City of Kiel, Wisconsin (Utility Company)",
539fca4fec4f024d2f53faaa,21513,Green Power,"Fergus Electric Coop, Inc",
539fca5eec4f024d2f53fab0,16679,Residential annexed service - dual fuel rate,"City of Sauk Centre, Minnesota (Utility Company)",
539fca5fec4f024d2f53faca,40215,Rate Class100 Residential,"Cordova Electric Coop, Inc",
5943ffee5457a30b3316e5b9,11482,Residential,"City of Madison, Minnesota (Utility Company)",
539fca61ec4f024d2f53fb54,5063,Residential- Single Phase,"City of Denton, Texas (Utility Company)",
539fca72ec4f024d2f53fb84,4147,RATE R-5 RESIDENTIAL SERVICE-ASSISTANCE WITH CONTROLLED WATER HEATING (THREE PHASE),"Town of Concord, Massachusetts (Utility Company)",
539fca72ec4f024d2f53fb8c,4471,Residential Service Time Of Use Optional Rate (Schedule RSTOU-1-U),Craig-Botetourt Electric Coop (West Virginia),
560da6e55457a33b3b8b4567,4920,Residential Rate,"City of Dayton, Tennessee (Utility Company)",
539fca73ec4f024d2f53fbc2,11475,Residential(Outside the City),"City of Madison, South Dakota (Utility Company)",
539fca73ec4f024d2f53fbd2,221,Residential Rate: Brevig Mission Village,"Alaska Village Elec Coop, Inc",
539fca73ec4f024d2f53fbda,6169,Residential Rate,Fall River Rural Elec Coop Inc (Wyoming),
539fca73ec4f024d2f53fbe8,12866,Residential Service,Moon Lake Electric Assn Inc,
539fca73ec4f024d2f53fbea,12838,Residential,"City of Montezuma, Kansas (Utility Company)",
